"자전거번호","등록일시","고장구분","등록날짜","자전거","년도","일자"
"SPB-22320","2019-10-14 10:23","단말기","2019-10-14",22320,2019,652
"SPB-22336","2019-10-16 20:27","체인","2019-10-16",22336,2019,654
"SPB-22336","2019-10-29 10:57","단말기","2019-10-29",22336,2019,667
"SPB-22336","2019-11-08 11:23","체인","2019-11-08",22336,2019,677
"SPB-22338","2019-10-09 17:22","체인","2019-10-09",22338,2019,647
"SPB-22338","2019-10-28 19:17","체인","2019-10-28",22338,2019,666
"SPB-22413","2019-07-23 20:15","단말기","2019-07-23",22413,2019,569
"SPB-22413","2019-08-18 11:25","단말기","2019-08-18",22413,2019,595
"SPB-22464","2019-10-20 18:05","안장","2019-10-20",22464,2019,658
"SPB-22464","2019-11-14 18:37","안장","2019-11-14",22464,2019,683
"SPB-22472","2019-11-05 8:16","체인","2019-11-05",22472,2019,674
"SPB-22472","2019-11-06 13:47","기타 ","2019-11-06",22472,2019,675
"SPB-22492","2019-09-30 9:19","타이어 ","2019-09-30",22492,2019,638
"SPB-22492","2019-10-03 14:19","단말기","2019-10-03",22492,2019,641
"SPB-22531","2019-07-23 18:54","체인","2019-07-23",22531,2019,569
"SPB-22531","2019-10-23 5:36","체인","2019-10-23",22531,2019,661
"SPB-22546","2019-06-04 10:16","단말기","2019-06-04",22546,2019,520
"SPB-22546","2019-06-08 19:53","단말기","2019-06-08",22546,2019,524
"SPB-22762","2019-07-04 19:50","체인","2019-07-04",22762,2019,550
"SPB-22762","2019-09-27 22:08","기타 ","2019-09-27",22762,2019,635
"SPB-22784","2019-06-08 18:34","단말기","2019-06-08",22784,2019,524
"SPB-22784","2019-10-31 18:05","체인","2019-10-31",22784,2019,669
"SPB-22811","2019-08-02 0:05","단말기","2019-08-02",22811,2019,579
"SPB-22811","2019-08-03 21:27","기타 ","2019-08-03",22811,2019,580
"SPB-22811","2019-08-17 13:15","단말기","2019-08-17",22811,2019,594
"SPB-22826","2019-07-03 15:18","체인","2019-07-03",22826,2019,549
"SPB-22826","2019-10-25 22:31","체인","2019-10-25",22826,2019,663
"SPB-22888","2019-09-29 16:59","타이어 ","2019-09-29",22888,2019,637
"SPB-22888","2019-09-30 9:10","타이어 ","2019-09-30",22888,2019,638
"SPB-22959","2019-10-10 21:47","체인","2019-10-10",22959,2019,648
"SPB-22959","2019-10-14 23:13","체인","2019-10-14",22959,2019,652
"SPB-23002","2019-07-06 16:34","타이어 ","2019-07-06",23002,2019,552
"SPB-23002","2019-09-19 7:28","타이어 ","2019-09-19",23002,2019,627
"SPB-23009","2019-08-20 22:56","체인","2019-08-20",23009,2019,597
"SPB-23009","2019-09-03 8:00","체인","2019-09-03",23009,2019,611
"SPB-23025","2019-08-31 10:13","단말기","2019-08-31",23025,2019,608
"SPB-23025","2019-10-06 18:59","타이어 ","2019-10-06",23025,2019,644
"SPB-23043","2019-08-14 21:25","기타 ","2019-08-14",23043,2019,591
"SPB-23043","2019-09-06 10:33","페달","2019-09-06",23043,2019,614
"SPB-23288","2019-10-22 14:14","기타 ","2019-10-22",23288,2019,660
"SPB-23288","2019-10-28 8:42","기타 ","2019-10-28",23288,2019,666
"SPB-23367","2019-10-15 14:23","기타 ","2019-10-15",23367,2019,653
"SPB-23367","2019-11-03 14:05","기타 ","2019-11-03",23367,2019,672
"SPB-23414","2019-06-08 19:58","단말기","2019-06-08",23414,2019,524
"SPB-23414","2019-10-18 11:41","체인","2019-10-18",23414,2019,656
"SPB-23435","2019-10-25 18:14","단말기","2019-10-25",23435,2019,663
"SPB-23435","2019-11-06 12:19","타이어 ","2019-11-06",23435,2019,675
"SPB-23440","2019-08-24 9:54","체인","2019-08-24",23440,2019,601
"SPB-23440","2019-08-25 1:50","단말기","2019-08-25",23440,2019,602
"SPB-23445","2019-10-10 0:36","타이어 ","2019-10-10",23445,2019,648
"SPB-23445","2019-10-13 12:54","타이어 ","2019-10-13",23445,2019,651
"SPB-23447","2019-06-11 18:22","단말기","2019-06-11",23447,2019,527
"SPB-23447","2019-09-16 19:22","체인","2019-09-16",23447,2019,624
"SPB-23447","2019-11-04 7:03","단말기","2019-11-04",23447,2019,673
"SPB-23449","2019-09-28 19:28","기타 ","2019-09-28",23449,2019,636
"SPB-23449","2019-10-04 15:30","단말기","2019-10-04",23449,2019,642
"SPB-23486","2019-08-28 12:07","단말기","2019-08-28",23486,2019,605
"SPB-23486","2019-10-21 17:47","체인","2019-10-21",23486,2019,659
"SPB-23517","2019-06-03 18:55","단말기","2019-06-03",23517,2019,519
"SPB-23517","2019-06-28 7:53","단말기","2019-06-28",23517,2019,544
"SPB-23527","2019-07-07 17:09","타이어 ","2019-07-07",23527,2019,553
"SPB-23527","2019-07-08 8:19","타이어 ","2019-07-08",23527,2019,554
"SPB-23577","2019-09-28 1:33","기타 ","2019-09-28",23577,2019,636
"SPB-23577","2019-09-29 1:41","단말기","2019-09-29",23577,2019,637
"SPB-23602","2019-10-05 1:25","단말기","2019-10-05",23602,2019,643
"SPB-23602","2019-10-06 22:57","단말기","2019-10-06",23602,2019,644
"SPB-23606","2019-11-06 3:42","체인","2019-11-06",23606,2019,675
"SPB-23606","2019-12-12 10:19","단말기","2019-12-12",23606,2019,711
"SPB-23698","2019-07-23 20:23","체인","2019-07-23",23698,2019,569
"SPB-23698","2019-08-27 14:56","페달","2019-08-27",23698,2019,604
"SPB-23842","2019-06-25 23:01","단말기","2019-06-25",23842,2019,541
"SPB-23842","2019-11-16 13:25","단말기","2019-11-16",23842,2019,685
"SPB-23846","2019-07-28 23:40","체인","2019-07-28",23846,2019,574
"SPB-23846","2019-08-14 11:52","타이어 ","2019-08-14",23846,2019,591
"SPB-23873","2019-11-04 11:41","단말기","2019-11-04",23873,2019,673
"SPB-23873","2019-11-09 15:51","페달","2019-11-09",23873,2019,678
"SPB-23881","2019-10-11 23:37","체인","2019-10-11",23881,2019,649
"SPB-23881","2019-10-12 12:03","체인","2019-10-12",23881,2019,650
"SPB-23913","2019-08-20 22:54","기타 ","2019-08-20",23913,2019,597
"SPB-23913","2019-10-18 17:37","페달","2019-10-18",23913,2019,656
"SPB-23958","2019-06-17 23:02","기타 ","2019-06-17",23958,2019,533
"SPB-23958","2019-06-22 18:58","페달","2019-06-22",23958,2019,538
"SPB-23979","2019-07-02 7:20","기타 ","2019-07-02",23979,2019,548
"SPB-23979","2019-07-03 1:44","단말기","2019-07-03",23979,2019,549
"SPB-23984","2019-10-16 18:35","체인","2019-10-16",23984,2019,654
"SPB-23984","2019-10-20 15:30","기타 ","2019-10-20",23984,2019,658
"SPB-23993","2019-08-04 6:34","체인","2019-08-04",23993,2019,581
"SPB-23993","2019-09-16 18:09","체인","2019-09-16",23993,2019,624
"SPB-23993","2019-10-27 15:08","기타 ","2019-10-27",23993,2019,665
"SPB-23993","2019-10-28 15:51","페달","2019-10-28",23993,2019,666
"SPB-24116","2019-06-01 14:27","기타 ","2019-06-01",24116,2019,517
"SPB-24116","2019-08-31 22:08","단말기","2019-08-31",24116,2019,608
"SPB-24139","2019-09-19 6:17","타이어 ","2019-09-19",24139,2019,627
"SPB-24139","2019-12-05 21:29","안장","2019-12-05",24139,2019,704
"SPB-24155","2019-10-06 21:41","체인","2019-10-06",24155,2019,644
"SPB-24155","2019-10-07 21:09","체인","2019-10-07",24155,2019,645
"SPB-24248","2019-07-28 21:06","단말기","2019-07-28",24248,2019,574
"SPB-24248","2019-08-25 16:56","단말기","2019-08-25",24248,2019,602
"SPB-24350","2019-10-12 19:08","단말기","2019-10-12",24350,2019,650
"SPB-24350","2019-10-27 0:55","단말기","2019-10-27",24350,2019,665
"SPB-24373","2019-09-15 18:08","단말기","2019-09-15",24373,2019,623
"SPB-24373","2019-09-25 21:59","체인","2019-09-25",24373,2019,633
"SPB-24380","2019-09-29 22:28","체인","2019-09-29",24380,2019,637
"SPB-24380","2019-10-31 19:30","타이어 ","2019-10-31",24380,2019,669
"SPB-24408","2019-09-21 0:17","체인","2019-09-21",24408,2019,629
"SPB-24408","2019-09-23 19:37","페달","2019-09-23",24408,2019,631
"SPB-24428","2019-11-01 8:22","페달","2019-11-01",24428,2019,670
"SPB-24428","2019-11-09 19:05","단말기","2019-11-09",24428,2019,678
"SPB-24456","2019-07-06 7:32","체인","2019-07-06",24456,2019,552
"SPB-24456","2019-07-23 18:05","페달","2019-07-23",24456,2019,569
"SPB-24462","2019-10-14 12:54","안장","2019-10-14",24462,2019,652
"SPB-24462","2019-10-15 22:12","단말기","2019-10-15",24462,2019,653
"SPB-24493","2019-07-18 8:49","체인","2019-07-18",24493,2019,564
"SPB-24493","2019-08-09 5:35","체인","2019-08-09",24493,2019,586
"SPB-24528","2019-08-18 3:10","타이어 ","2019-08-18",24528,2019,595
"SPB-24528","2019-08-22 21:45","타이어 ","2019-08-22",24528,2019,599
"SPB-24650","2019-10-29 18:38","페달","2019-10-29",24650,2019,667
"SPB-24650","2019-11-06 15:08","기타 ","2019-11-06",24650,2019,675
"SPB-24695","2019-10-25 19:20","체인","2019-10-25",24695,2019,663
"SPB-24695","2019-10-28 16:48","체인","2019-10-28",24695,2019,666
"SPB-24700","2019-10-23 18:45","체인","2019-10-23",24700,2019,661
"SPB-24700","2019-10-25 10:26","체인","2019-10-25",24700,2019,663
"SPB-24703","2019-09-21 18:22","체인","2019-09-21",24703,2019,629
"SPB-24703","2019-11-26 7:41","체인","2019-11-26",24703,2019,695
"SPB-24704","2019-09-20 14:40","체인","2019-09-20",24704,2019,628
"SPB-24704","2019-09-21 11:58","체인","2019-09-21",24704,2019,629
"SPB-24724","2019-06-26 5:56","체인","2019-06-26",24724,2019,542
"SPB-24724","2019-08-21 4:44","체인","2019-08-21",24724,2019,598
"SPB-24750","2019-06-14 21:44","페달","2019-06-14",24750,2019,530
"SPB-24750","2019-07-03 21:37","페달","2019-07-03",24750,2019,549
"SPB-24761","2019-09-24 21:45","단말기","2019-09-24",24761,2019,632
"SPB-24761","2019-09-29 15:20","체인","2019-09-29",24761,2019,637
"SPB-24761","2019-09-30 20:50","체인","2019-09-30",24761,2019,638
"SPB-24761","2019-10-01 23:30","체인","2019-10-01",24761,2019,639
"SPB-24887","2019-06-27 20:53","페달","2019-06-27",24887,2019,543
"SPB-24887","2019-07-01 17:51","페달","2019-07-01",24887,2019,547
"SPB-24930","2019-09-01 2:42","단말기","2019-09-01",24930,2019,609
"SPB-24930","2019-11-19 13:16","체인","2019-11-19",24930,2019,688
"SPB-24962","2019-10-15 13:53","페달","2019-10-15",24962,2019,653
"SPB-24962","2019-11-01 10:21","페달","2019-11-01",24962,2019,670
"SPB-24992","2019-10-14 14:10","타이어 ","2019-10-14",24992,2019,652
"SPB-24992","2019-11-04 10:18","타이어 ","2019-11-04",24992,2019,673
"SPB-24997","2019-06-25 0:15","단말기","2019-06-25",24997,2019,541
"SPB-24997","2019-07-02 23:02","단말기","2019-07-02",24997,2019,548
"SPB-25039","2019-10-15 9:56","체인","2019-10-15",25039,2019,653
"SPB-25039","2019-10-18 22:47","페달","2019-10-18",25039,2019,656
"SPB-25044","2019-07-06 13:03","타이어 ","2019-07-06",25044,2019,552
"SPB-25044","2019-10-01 18:39","단말기","2019-10-01",25044,2019,639
"SPB-25052","2019-08-16 18:26","체인","2019-08-16",25052,2019,593
"SPB-25052","2019-10-12 7:46","단말기","2019-10-12",25052,2019,650
"SPB-25179","2019-06-13 10:39","단말기","2019-06-13",25179,2019,529
"SPB-25179","2019-07-11 14:50","단말기","2019-07-11",25179,2019,557
"SPB-25252","2019-06-21 6:05","단말기","2019-06-21",25252,2019,537
"SPB-25252","2019-07-27 22:25","단말기","2019-07-27",25252,2019,573
"SPB-25254","2019-10-08 17:16","타이어 ","2019-10-08",25254,2019,646
"SPB-25254","2019-10-19 13:27","단말기","2019-10-19",25254,2019,657
"SPB-25264","2019-07-29 2:12","단말기","2019-07-29",25264,2019,575
"SPB-25264","2019-10-03 12:45","단말기","2019-10-03",25264,2019,641
"SPB-25264","2019-10-05 21:05","기타 ","2019-10-05",25264,2019,643
"SPB-25388","2019-08-24 8:35","체인","2019-08-24",25388,2019,601
"SPB-25388","2019-11-04 21:35","기타 ","2019-11-04",25388,2019,673
