"지점","지점명","일시","평균기온..C.","강수.계속시간.hr.","평균.풍속.m.s.","평균.상대습도...","평균.현지기압.hPa.","합계.일조시간.hr.","일.최심적설.cm.","평균.전운량.1.10.","평균.지면온도..C.","안개.계속시간.hr."
108,"서울","2019-02-09",-5.4,0,2.7,30,1017.4,9.3,0,4.4,-2.2,0
108,"서울","2019-02-10",-5,0,1.7,31.3,1019.8,2.2,0,7.5,-2.6,0
108,"서울","2019-02-11",-3,0,2.3,34.9,1020.7,9.4,0,0.4,-0.6,0
108,"서울","2019-02-12",-0.6,2.25,1.9,35.5,1023,8.5,0,5.6,1.2,0
108,"서울","2019-02-13",-2.1,0,2.4,26.6,1022,9.2,0,1.8,0.4,0
108,"서울","2019-02-14",-0.5,0,1.4,24.3,1019.9,9.2,0,5.3,1.2,0
108,"서울","2019-02-15",-0.8,14.83,1.9,72.8,1012.9,0,2.4,9.1,-0.2,0
108,"서울","2019-02-16",-2.7,3.42,2.6,59,1013.5,8.8,0.7,2.4,1.1,0
108,"서울","2019-02-17",-1.8,0,1.9,47.4,1015.5,9.8,0,0.1,0,0
108,"서울","2019-02-18",0.9,0,1.3,43.5,1014.7,5.6,0,7.4,-0.6,0
108,"서울","2019-02-19",1.4,11.58,1.4,80.8,1008.7,0.6,3.3,9.4,0,0
108,"서울","2019-02-20",1.7,2.33,2.1,67.8,1014.5,2.2,0.4,6.5,1.8,0
108,"서울","2019-02-21",2.4,0,1.5,59.4,1015.9,9.6,0,0,3.1,0
108,"서울","2019-02-22",4,0,1.5,56.1,1011.3,9.5,0,5.4,4,0
108,"서울","2019-02-23",6.8,0,1.1,41,1012.8,9.1,0,2.9,5.2,0
108,"서울","2019-02-24",6.3,0,1.8,45,1012.1,10,0,1.6,5,0
108,"서울","2019-02-25",4.7,0,2.3,55.8,1011.1,8,0,4.8,5.7,0
108,"서울","2019-02-26",5.2,0,1.6,32.8,1013.4,9.5,0,3.6,5.3,0
108,"서울","2019-02-27",7.8,0,1.6,31.3,1010.7,7.8,0,7.5,6.5,0
108,"서울","2019-02-28",6.6,0,2,39.5,1008.4,8.1,0,3.3,5.9,0
108,"서울","2019-03-01",6.6,0,2.1,42.3,1011.2,9.9,0,0.3,6.1,0
108,"서울","2019-03-02",7.8,0,1.1,37.6,1008.7,7.5,0,5.8,5.9,0
108,"서울","2019-03-03",9.4,0,1.5,36.4,1002.5,7.9,0,4.8,7.7,0
108,"서울","2019-03-04",9.9,0,1.9,46.1,1003.2,9.2,0,2.3,10.5,0
108,"서울","2019-03-05",8.4,0,2,66.3,1009.6,2.5,0,8.6,8.7,0
108,"서울","2019-03-06",8.4,0,2,55,1005.6,3,0,6.3,9.1,0
108,"서울","2019-03-07",7,0,2.2,51.1,1009.1,10.1,0,1.5,9.9,0
108,"서울","2019-03-08",6.1,0,1.9,39.4,1014.3,10.7,0,0.1,8.2,0
108,"서울","2019-03-09",7.2,0,1.3,31.8,1011.2,9.7,0,5.4,8.4,0
108,"서울","2019-03-10",10.1,0,1.2,26.4,1003.2,0.3,0,7.1,10.1,0
108,"서울","2019-03-11",6.6,1.5,1.8,61,998.7,3.6,0,4.9,8.1,0
108,"서울","2019-03-12",3.9,0.92,2.7,55.1,1000.8,1.8,0,4.9,3.3,0
108,"서울","2019-03-13",3.5,0.58,3.3,38.5,1009.3,10.1,0,1.8,6.6,0
108,"서울","2019-03-14",5,0.5,1.9,45.3,1011.9,7,0,5.5,5.9,0
108,"서울","2019-03-15",5.5,4.58,1.6,72.8,1006.8,2.8,0,7.4,10.9,0
108,"서울","2019-03-16",4.3,0,1.8,69.9,1009.9,5,0,5.5,5.3,0
108,"서울","2019-03-17",6.3,0,2,55.4,1012.6,9.9,0,2,8.8,0
108,"서울","2019-03-18",7.1,0,1.4,43.8,1009.4,8.7,0,6.3,8.3,0
108,"서울","2019-03-19",10,0,1.4,52,1006.5,8.3,0,1.4,10.3,0
108,"서울","2019-03-20",10.3,9.92,1.4,79,999.8,0,0,8.8,8.6,0
108,"서울","2019-03-21",7.1,6.5,2.9,77.4,998.1,3.9,0,7.9,8.3,1.4
108,"서울","2019-03-22",3.3,0,2.8,40.9,1009.4,11.1,0,0.8,5.5,0
108,"서울","2019-03-23",3.3,1.75,2.4,46.9,1010.4,7.9,0,3,4.1,0
108,"서울","2019-03-24",4.3,0,2.3,45.4,1010.6,11.3,0,0.1,5.7,0
108,"서울","2019-03-25",7.3,0,2,56.1,1006.6,1.7,0,6.6,5.9,0
108,"서울","2019-03-26",11.4,0,2,51.1,1006.8,9.9,0,2.6,13.1,0
108,"서울","2019-03-27",11.6,0,3,66.4,1002.2,3.4,0,8.5,11.6,0
108,"서울","2019-03-28",9.4,0,2.6,49.9,1003.4,9.9,0,6.1,12.3,0
108,"서울","2019-03-29",9.2,0,2.1,33.1,1003.5,10.5,0,4.6,13.3,0
108,"서울","2019-03-30",5.2,14.67,2.9,72,1002.1,3,0,9.4,6.9,0
108,"서울","2019-03-31",4.4,3.67,3.2,46,1008.7,3.2,0,5.1,5.3,0
108,"서울","2019-04-01",5.5,0,2.5,39.8,1011.8,11.7,0,1.3,8.1,0
108,"서울","2019-04-02",6.7,0,2.2,36.9,1012.2,11.7,0,0.3,9.7,0
108,"서울","2019-04-03",7.6,0,2.3,36.1,1012.7,11.7,0,0.3,11.1,0
108,"서울","2019-04-04",9.2,0,2.5,43,1007.2,11.7,0,0,12.4,0
108,"서울","2019-04-05",11.4,2.83,2.9,41,999.4,9.3,0,3,14.2,0
108,"서울","2019-04-06",9.3,4,1.1,39.9,1001.7,0.5,0,8.5,8.9,0
108,"서울","2019-04-07",12.6,0,1.7,43.1,1000.2,11.4,0,4.4,15.1,0
108,"서울","2019-04-08",11.6,0,2.5,25.6,1004.7,10.9,0,3.3,15.4,0
108,"서울","2019-04-09",9.2,8.42,2.4,49.1,1005.6,0.8,0,9.4,10.3,0
108,"서울","2019-04-10",7.1,15.5,1.8,78.4,1002.4,1.1,0,8.3,8.6,0
108,"서울","2019-04-11",9.5,0,1.9,58,1004.8,9.8,0,4.6,10.3,0
108,"서울","2019-04-12",11.4,0,2.2,48.5,1007.7,11.4,0,1.8,14.3,0
108,"서울","2019-04-13",11.8,0,1.8,34,1009.2,10.8,0,5.6,14.7,0
108,"서울","2019-04-14",9.6,6.25,2.2,45.5,1004.8,5,0,6,9.5,0
108,"서울","2019-04-15",11.6,0,1.8,30.9,1008.3,12.1,0,0,13.4,0
108,"서울","2019-04-16",14.9,0,1.6,26.3,1006.8,11.5,0,4.8,15.9,0
108,"서울","2019-04-17",15.3,0,1.9,37.5,1002.4,12.2,0,3.9,18,0
108,"서울","2019-04-18",12.6,0.92,2,74.4,1001.8,1.5,0,6.3,12.5,0
108,"서울","2019-04-19",13.8,0,1.6,57.5,1005.9,5.9,0,4.8,17.1,0
108,"서울","2019-04-20",14.3,4.25,1.9,66.9,1004.7,5,0,7.1,17.5,0
108,"서울","2019-04-21",14.8,3.33,1.9,77.8,1003.4,4.1,0,7.9,18.1,0
108,"서울","2019-04-22",19.3,0,1.4,50.6,1004.7,11.1,0,2.3,21.6,0
108,"서울","2019-04-23",20.4,0.75,1.3,52,1002.2,4.2,0,8.4,20.3,0
108,"서울","2019-04-24",19.5,7.67,1.6,70.4,996.3,8,0,5,21,0
108,"서울","2019-04-25",13.2,12.5,2,75.9,996.9,0,0,9.4,14,0
108,"서울","2019-04-26",8.4,14.17,1.5,82.1,1003.1,0,0,8,10.2,0
108,"서울","2019-04-27",11.6,0,1.7,52.6,1010.9,10.3,0,4.8,14.1,0
108,"서울","2019-04-28",12.9,1.75,1.6,48.8,1010.2,3.4,0,8.1,13.9,0
108,"서울","2019-04-29",13,0,0.9,52.9,1004,3.3,0,5.8,12.3,0
108,"서울","2019-04-30",15.5,0,1.6,52.8,998.7,11.2,0,4.4,18.1,0
108,"서울","2019-05-01",16.4,0,2.3,48.9,996.4,10.9,0,1.9,20.2,0
108,"서울","2019-05-02",17.1,0,2.3,28.5,1001.6,12.7,0,0,21.3,0
108,"서울","2019-05-03",17.9,0,1.6,37.5,1006.4,12.4,0,0,21.9,0
108,"서울","2019-05-04",19.5,0,1.7,40.4,1007.8,10.7,0,4.9,22.3,0
108,"서울","2019-05-05",19.2,0,2.2,35.8,1005.8,11.1,0,5.1,23.9,0
108,"서울","2019-05-06",14.5,0.17,3.1,27.1,1006.4,12.8,0,0.3,22.8,0
108,"서울","2019-05-07",15,0,2.3,33.4,1005.7,12.9,0,0,22.1,0
108,"서울","2019-05-08",15.6,0,2.3,48.3,1002.1,12.2,0,6.1,21.3,0
108,"서울","2019-05-09",16.6,0,2.2,43.3,1000.8,12.1,0,3.1,23.9,0
108,"서울","2019-05-10",17.8,0,1.9,48,1003.1,12.3,0,3.5,24.4,0
108,"서울","2019-05-11",20.3,0,1.8,39,1003.7,12.7,0,2,26.4,0
108,"서울","2019-05-12",21.6,0,1.5,36,1004.8,12,0,4.3,26.8,0
108,"서울","2019-05-13",18.7,0.17,1.6,43.4,1004.4,1,0,8.3,19.2,0
108,"서울","2019-05-14",19.6,0,1.6,44.5,1003,13,0,1.6,25.8,0
108,"서울","2019-05-15",20.7,0,1.7,48.1,1002.9,8.4,0,4.5,26.8,0
108,"서울","2019-05-16",23.5,0,1.5,43.8,1001.9,12.5,0,2.5,29.9,0
108,"서울","2019-05-17",23.6,0,1.2,44.9,1002.2,4.2,0,7.5,26.1,0
108,"서울","2019-05-18",22.8,0.25,2.1,46.8,1001.8,4.3,0,8.5,28.2,0
108,"서울","2019-05-19",19.4,18.08,1.2,93,998.8,0,0,10,20.4,0
108,"서울","2019-05-20",16.4,3.67,3.4,63.6,994.9,10.5,0,4.5,18.6,0
108,"서울","2019-05-21",17.2,0,2.9,52,995.2,13.1,0,0,21.8,0
108,"서울","2019-05-22",19.5,0,2.4,46,995.3,12.6,0,1.4,25.1,0
108,"서울","2019-05-23",22.1,0,1.7,45,998.4,13.2,0,0,28.5,0
108,"서울","2019-05-24",24.2,0,1.7,46.4,1000.8,12.7,0,1.4,30.6,0
108,"서울","2019-05-25",23.4,0,1.6,45.6,1005,7.1,0,7.9,26.7,0
108,"서울","2019-05-26",24.5,0,1.8,39,1003.7,11,0,6,30.5,0
108,"서울","2019-05-27",17.8,13.83,2.4,80.9,994.5,0,0,8.6,18.2,0
108,"서울","2019-05-28",18.1,0,2.6,45.9,1000.7,13,0,2.1,21.8,0
108,"서울","2019-05-29",20.3,0,2,48.4,999.7,13.3,0,0.4,26.2,0
108,"서울","2019-05-30",19.6,3.33,2.4,48,1000.7,7,0,7.9,23.8,0
108,"서울","2019-05-31",19.1,0,2.8,49.6,1000.3,12.3,0,2.3,26.5,0
108,"서울","2019-06-01",18.9,0,1.9,60.5,1000.1,9.4,0,5.5,24.8,0
108,"서울","2019-06-02",21.1,0,1.7,42.1,997.6,13,0,0.6,27.8,0
108,"서울","2019-06-03",23.1,0,1.8,42.9,997.9,12.3,0,0.6,30.1,0
108,"서울","2019-06-04",22.6,0,2.2,56.4,999.3,12.8,0,3,29.9,0
108,"서울","2019-06-05",23,0,1.8,63.8,1001.8,8.9,0,5.4,31.4,0
108,"서울","2019-06-06",21.2,9.58,1.2,75.9,999.9,0,0,9.1,22.4,0
108,"서울","2019-06-07",20,12.75,1.9,77.3,993.5,3.7,0,7.4,21,0
108,"서울","2019-06-08",21.9,0,1.4,57.5,997.9,9.3,0,5.9,22.8,0
108,"서울","2019-06-09",21.6,3.5,1.8,66.1,995.5,4.2,0,8.9,23.7,0
108,"서울","2019-06-10",18.4,8.92,1.6,70.3,997.3,0.6,0,8,19.7,0
108,"서울","2019-06-11",20.5,0,1.4,51.1,998.8,10.7,0,3.5,21.9,0
108,"서울","2019-06-12",21.5,0,1.8,57.1,1000.3,13,0,1.1,24.4,0
108,"서울","2019-06-13",23,0,1.7,51.9,999.7,12.3,0,3.1,27.2,0
108,"서울","2019-06-14",23,0,1.8,54.8,995.3,6.1,0,6.1,27,0
108,"서울","2019-06-15",21.9,0.58,2.4,61.5,990.5,12.2,0,3.1,26,0
108,"서울","2019-06-16",22,0,1.6,55.4,996.7,11.1,0,3.9,24.7,0
108,"서울","2019-06-17",21.7,0.33,2.3,59.1,1001.8,12.7,0,4.5,28.2,0
108,"서울","2019-06-18",20.8,11.33,1.5,78.6,1000.3,2,0,9.5,22.5,0
108,"서울","2019-06-19",21.4,2.08,1.9,77.8,997.8,0.9,0,9.4,23,0
108,"서울","2019-06-20",22.7,0,1.9,70.6,997.1,6.9,0,8,25.9,0
108,"서울","2019-06-21",22.1,0.92,1.7,72.9,996.1,3.4,0,7.3,25.2,0
108,"서울","2019-06-22",24.2,0,1.5,42.3,996.5,13,0,2.1,28.8,0
108,"서울","2019-06-23",25,0,1.8,40.4,998.2,12.9,0,3,30.7,0
108,"서울","2019-06-24",25.2,0,2,46.9,1001.9,13.6,0,1.6,32.4,0
108,"서울","2019-06-25",25.6,0,1.6,49.1,1004.2,13.4,0,1.3,32.6,0
108,"서울","2019-06-26",25.5,1.67,1.3,52.6,998.4,1.1,0,9.5,29.3,0
108,"서울","2019-06-27",25.5,3.33,1.4,70.5,990.9,3.9,0,8.3,29.5,0
108,"서울","2019-06-28",24.7,2.75,1.7,67.3,991.9,2.4,0,8.5,29.6,0
108,"서울","2019-06-29",23.1,8.75,1.2,72,988.3,4.1,0,8.1,24.4,0
108,"서울","2019-06-30",23.9,0.17,2.3,73.5,990.7,5.2,0,6.9,28.3,0
108,"서울","2019-07-01",23.9,0,2.3,64.4,995.4,10.9,0,4.9,29.6,0
108,"서울","2019-07-02",24.4,0,2.3,63.5,998.8,11.9,0,4,30,0
108,"서울","2019-07-03",24.1,0,1.7,64.6,998.1,3.3,0,6.4,26.9,0
108,"서울","2019-07-04",25.4,0,1.9,59.6,996.5,12.7,0,2.4,32.8,0
108,"서울","2019-07-05",27.6,0.83,1.5,42.1,993.2,11.8,0,3.8,32,0
108,"서울","2019-07-06",29.7,0,1.7,40.9,994.1,11.8,0,3.4,37.1,0
108,"서울","2019-07-07",26.7,0,2.2,43.3,997.5,9.8,0,7.5,33.8,0
108,"서울","2019-07-08",25.1,0,2,46.6,997.9,9.3,0,6,32.9,0
108,"서울","2019-07-09",25,0,1.8,46.4,996.7,7.7,0,4.9,29.8,0
108,"서울","2019-07-10",22.7,10.83,2,64.1,997.3,3.1,0,8.4,26.8,0
108,"서울","2019-07-11",21.9,10.92,1.3,76.9,995.2,0,0,9.9,23.2,0
108,"서울","2019-07-12",23.6,0,2,65.5,996.3,7,0,6.8,26.1,0
108,"서울","2019-07-13",24.9,0.33,1.7,67.3,992,4.1,0,6.4,28.3,0
108,"서울","2019-07-14",25.9,0,1.6,64.6,992.6,7.8,0,4.5,29.4,0
108,"서울","2019-07-15",23.8,6.83,1.1,80,997.2,0.1,0,7.5,24.6,0
108,"서울","2019-07-16",24.7,2,1.3,79,1000.7,4,0,7.3,25.7,0
108,"서울","2019-07-17",25.6,0.42,1.2,73.9,1001.2,1,0,9,26.4,0
108,"서울","2019-07-18",26.9,0,1.2,65,998.7,3.2,0,6.4,26.5,0
108,"서울","2019-07-19",28.6,0.25,1.5,61.3,996.4,9.8,0,4.6,30.9,0
108,"서울","2019-07-20",28,7.33,2.1,66.9,990.8,1.2,0,9.5,28.4,0
108,"서울","2019-07-21",25.1,12.33,2.2,87.1,991.8,0.6,0,9.4,26.6,0
108,"서울","2019-07-22",26.7,1.25,2.2,74.6,996.3,6.1,0,7.5,26.9,0
108,"서울","2019-07-23",28.1,0,1.7,70.8,995.3,4,0,8.6,29.3,0
108,"서울","2019-07-24",26.5,11.75,1.6,82.3,994.5,0,0,9.6,26.5,0
108,"서울","2019-07-25",26.3,12.38,1.2,90.1,994.6,0,0,9.9,26.6,0
108,"서울","2019-07-26",25.1,19,1.7,95.3,993.9,0,0,9.9,25.4,0
108,"서울","2019-07-27",28.4,3.5,1.3,76.6,995.7,4.7,0,7.6,29.6,0
108,"서울","2019-07-28",26.1,15.42,2.2,88.3,998.2,0,0,9.8,26.4,0
108,"서울","2019-07-29",27.5,0.75,2.6,74.5,999.2,2.6,0,8,27.5,0
108,"서울","2019-07-30",28.1,3.08,3.4,75.3,997.1,1.6,0,8.8,27.2,0
108,"서울","2019-07-31",25.8,14.92,2.2,91.1,999.3,0,0,9.8,25.7,0
108,"서울","2019-08-01",26.3,8.75,1.7,86.4,1002,4.9,0,7.8,26.7,0
108,"서울","2019-08-02",28.4,0,1.2,74.6,1001.8,8.3,0,3.5,28.8,0
108,"서울","2019-08-03",29.4,1.08,1.3,69,1001,10.6,0,3.6,30.5,0
108,"서울","2019-08-04",28.3,1.67,1.2,75.9,1000.9,8.6,0,5.8,29.6,0
108,"서울","2019-08-05",30.5,0,1.1,65.5,999.7,11.2,0,2.5,30.5,0
108,"서울","2019-08-06",31.6,0,1.5,51.4,996.9,9.9,0,6.8,31.7,0
108,"서울","2019-08-07",26.9,10.42,1.2,78.1,995.6,1.9,0,8,27.5,0
108,"서울","2019-08-08",28.9,0.25,1.6,71.4,998.3,7.5,0,6.6,29.7,0
108,"서울","2019-08-09",29.8,0,1.3,69,997.7,10.8,0,4.9,30.3,0
108,"서울","2019-08-10",31.5,0,1.5,57.9,996,11.6,0,5.1,33.1,0
108,"서울","2019-08-11",30.4,4.08,2.5,53.6,992.2,9.8,0,6.8,33.2,0
108,"서울","2019-08-12",26.6,17.92,1.3,91.8,990.7,0.3,0,8.9,26.8,0
108,"서울","2019-08-13",29.2,0.25,1.5,76.9,992.7,7.3,0,7.4,30.7,0
108,"서울","2019-08-14",30.4,0,1.5,63.9,990.2,9.2,0,4,30.5,0
108,"서울","2019-08-15",25.9,9.75,1.3,82,983.8,0.1,0,9.1,27,0
108,"서울","2019-08-16",25.9,1.5,2.2,74.5,985.6,7.5,0,6.3,27.3,0
108,"서울","2019-08-17",25.9,0.25,2.5,69.5,991.5,8.1,0,5,26.9,0
108,"서울","2019-08-18",25.6,0,1.7,66.5,996.9,10.7,0,4.5,28.1,0
108,"서울","2019-08-19",26.3,0,1.1,60.6,999.7,11.1,0,4.6,27.2,0
108,"서울","2019-08-20",28.2,0,1.5,56.3,999.9,10.5,0,2.6,30.2,0
108,"서울","2019-08-21",27,4.92,1.2,67.3,998.5,3.2,0,7.6,29.2,0
108,"서울","2019-08-22",26.9,0,1.7,66.5,996.5,10.7,0,6.3,31.5,0
108,"서울","2019-08-23",26.2,0,2.1,58.4,998.4,12,0,4.4,31.7,0
108,"서울","2019-08-24",24.1,0,1.5,60.9,1000.6,3,0,5.5,26.7,0
108,"서울","2019-08-25",25,0,1.5,66.6,1002.8,9.9,0,3.4,30.9,0
108,"서울","2019-08-26",26.4,0,1.2,63.8,1002,9.2,0,6.4,31.5,0
108,"서울","2019-08-27",25.7,6.17,1,71.1,997.7,5.6,0,8.1,26.4,0
108,"서울","2019-08-28",26.1,0,1.9,66.2,996.6,0,0,5.9,27.7,0
108,"서울","2019-08-29",23.4,3.33,2.2,77.1,995.9,4.9,0,5.6,25.9,0
108,"서울","2019-08-30",22.6,2,2.4,66.3,998.8,8.8,0,5.3,24.1,0
108,"서울","2019-08-31",23.5,0,1.9,65,1003.4,12.1,0,2.3,25,0
108,"서울","2019-09-01",23.7,0,1.4,64,1006.8,6.9,0,6.1,23.8,0
108,"서울","2019-09-02",24.4,0,1.6,56.6,1006.5,7.4,0,6.1,24.8,0
108,"서울","2019-09-03",24.1,2.33,2.3,67.6,1005.3,2.9,0,8.5,26.3,0
108,"서울","2019-09-04",22.8,11.58,2.5,89,1003.1,1.1,0,9.3,23.5,0
108,"서울","2019-09-05",23,9.17,2,91.4,1001.9,1.5,0,9,23.7,0
108,"서울","2019-09-06",25.3,7.08,2.1,79.8,999.2,0.4,0,10,25.5,0
108,"서울","2019-09-07",25.7,17.92,6,72.9,987.7,0,0,10,24.1,0
108,"서울","2019-09-08",24.7,0.58,1.9,76.9,998.3,1.4,0,9.3,25.1,0
108,"서울","2019-09-09",25.1,2.17,1.7,74.3,1000.6,2,0,9.3,25.2,0
108,"서울","2019-09-10",23.8,19,2.4,93.4,1001.7,1,0,9.8,24.4,0
108,"서울","2019-09-11",24.3,6.67,3.1,71.4,1004.6,6.9,0,7.9,24.9,0
108,"서울","2019-09-12",21,10.5,2.6,72.3,1006.6,0,0,9.8,21.9,0
108,"서울","2019-09-13",23.3,0.83,1.7,60.4,1003.6,10.9,0,4.3,24.4,0
108,"서울","2019-09-14",22.4,3,1.2,80,1001.6,0.2,0,8.8,22.9,0
108,"서울","2019-09-15",24.2,0,1.7,70.4,1000.8,10.6,0,5.5,25.2,0
108,"서울","2019-09-16",24.5,0,2.1,53,1001,9.4,0,3.6,27.4,0
108,"서울","2019-09-17",23.5,0,2.1,41.6,1004.7,10.6,0,6.4,25.4,0
108,"서울","2019-09-18",21,0,3.1,46,1006.7,11.7,0,1.1,25.4,0
108,"서울","2019-09-19",19.5,0,1.9,46.5,1008.2,10.2,0,3.5,23.3,0
108,"서울","2019-09-20",19.6,0,2.1,52.8,1007.5,1.3,0,9.4,21.5,0
108,"서울","2019-09-21",19.6,0,2,60.3,1009.1,0,0,9.6,20.8,0
108,"서울","2019-09-22",18.6,6.33,3.8,63.4,1003.2,0,0,9.4,18.5,0
108,"서울","2019-09-23",20,0,2.2,51.1,1004.4,9,0,3.1,20.2,0
108,"서울","2019-09-24",19.8,0,1.8,61.3,1008.6,11.4,0,0,23,0
108,"서울","2019-09-25",20.9,0,1.4,64.4,1011.7,8.8,0,5.9,23.4,0
108,"서울","2019-09-26",22.9,0,1.9,59.3,1013.6,8.1,0,8.4,25.1,0
108,"서울","2019-09-27",22.9,0,1.9,57.5,1012.1,3.5,0,8.6,24.4,0
108,"서울","2019-09-28",23.7,0,1.7,58.9,1008.1,10.1,0,3.8,25.8,0
108,"서울","2019-09-29",22.6,0,1.7,60.6,1006.7,11.1,0,0.3,24.7,0
108,"서울","2019-09-30",22.4,0,1.6,61,1006.8,10.5,0,0,24.3,0
108,"서울","2019-10-01",23.1,0,1.8,67.1,1007.9,7.5,0,6.8,24.5,0
108,"서울","2019-10-02",21.6,14.17,3,88,1001.7,0,0,9.9,22.2,0
108,"서울","2019-10-03",22.4,8.33,2.8,73.4,996.4,6,0,6.3,22.6,0
108,"서울","2019-10-04",22.4,0,2.1,71.5,1002.4,9.9,0,3.6,22.9,0
108,"서울","2019-10-05",18.7,3.13,2.9,72.6,1006.1,2.3,0,7,20.8,0
108,"서울","2019-10-06",18.1,0,2.9,53.4,1012.3,9.4,0,6.1,19.1,0
108,"서울","2019-10-07",14.8,17.17,1.8,92,1007.9,0,0,9.5,16.7,0
108,"서울","2019-10-08",14.7,0,2.6,58.8,1008.2,10.3,0,2.6,16.7,0
108,"서울","2019-10-09",13.6,0,1.7,48.3,1009.5,10.6,0,1.9,14.1,0
108,"서울","2019-10-10",15.2,0,1.3,60.9,1006.3,1.1,0,9,16,0
108,"서울","2019-10-11",18.8,0,1.9,60,1005.2,10.3,0,0.9,18.4,0
108,"서울","2019-10-12",17.9,0,3.5,49.3,1008,10.5,0,0.6,18.2,0
108,"서울","2019-10-13",17.2,0,1.9,52.6,1012.2,10.6,0,2.1,17.8,0
108,"서울","2019-10-14",14.4,0,2.5,56.9,1014.8,10.1,0,1.9,17.1,0
108,"서울","2019-10-15",14.5,0,1.6,55.6,1017.6,7.7,0,3,14.5,0
108,"서울","2019-10-16",14.6,0,1.6,58.3,1016,9.8,0,5.3,16.3,0
108,"서울","2019-10-17",15.4,0,1.7,56,1014.1,7.4,0,4.8,17.2,0
108,"서울","2019-10-18",17,0,2.4,58.3,1011.9,8,0,7.1,17.4,0
108,"서울","2019-10-19",17,0,1.8,63.8,1010.4,10.2,0,0.8,17.5,0
108,"서울","2019-10-20",16.5,0,1.3,70.3,1011.4,9.3,0,0.6,18.1,0
108,"서울","2019-10-21",17.1,0,1,61,1008.5,9.6,0,2.1,15.9,0
108,"서울","2019-10-22",18.1,0,1.6,56.1,1007.5,9.1,0,4.4,18.3,0
108,"서울","2019-10-23",17,0,2.4,57.3,1008.9,0.7,0,8,17.3,0
108,"서울","2019-10-24",18.3,0,2.7,47.6,1009.1,6.6,0,4.5,19.4,0
108,"서울","2019-10-25",16.7,1.08,2.4,58,1007.4,7.1,0,6.6,17.2,0
108,"서울","2019-10-26",10,0,2.5,60,1008.5,8.7,0,2.3,12.6,0
108,"서울","2019-10-27",11,0,1.6,59,1009.1,9.8,0,0.9,12,0
108,"서울","2019-10-28",12.9,2.87,2.5,65.9,1005.3,7.3,0,5.6,13,0
108,"서울","2019-10-29",12.5,0.92,2.3,61,1005.5,9,0,1.6,12.4,0
108,"서울","2019-10-30",11.2,0,1.6,60.3,1011.1,9.6,0,0.3,11.2,0
108,"서울","2019-10-31",14.8,0,2.3,73.8,1010.1,8,0,4.6,14.2,0
108,"서울","2019-11-01",14.9,0,1.8,57.9,1011.3,9.5,0,1.9,14.8,0
108,"서울","2019-11-02",13.6,0,1.5,57.3,1009.9,3.3,0,8.1,13.5,0
108,"서울","2019-11-03",14.7,0,2.1,57.8,1009.6,7.8,0,4,15.1,0
108,"서울","2019-11-04",13.8,0,2.1,57.8,1011.5,9.7,0,0,13.7,0
108,"서울","2019-11-05",12.4,0,1.6,65.1,1009,8,0,1.4,12.4,0
108,"서울","2019-11-06",11,0,1.8,63.6,1006.6,7.5,0,5,11,0
108,"서울","2019-11-07",9.2,0,2.7,42.8,1007.5,9.5,0,1.6,10.3,0
108,"서울","2019-11-08",6.8,0,1.9,31.4,1011.1,9.7,0,0,7.3,0
108,"서울","2019-11-09",9.5,0,1.6,41.4,1011,9.7,0,0.3,8.6,0
108,"서울","2019-11-10",10,3.08,2.1,59.6,1001.2,3.3,0,8.9,10.5,0
108,"서울","2019-11-11",11.2,4.08,2.4,71.6,1000.8,7.2,0,5.9,11.4,0
108,"서울","2019-11-12",9.3,0,1.4,63.6,1010.5,5.7,0,3.6,8.5,0
108,"서울","2019-11-13",7.2,5.83,2.8,72.3,1007.2,0,0,8.5,7.7,0
108,"서울","2019-11-14",1.3,0,2.9,30.6,1013.7,9.7,0,1,2.6,0
108,"서울","2019-11-15",5.6,12.33,2,87.4,1007.6,0.1,0,8.1,6.2,0
108,"서울","2019-11-16",6.8,0,1.6,81.3,1010.1,5.6,0,5.5,7.6,5.33
108,"서울","2019-11-17",8.3,13.58,3.1,79.4,1006.9,0,0,9.3,7.6,0
108,"서울","2019-11-18",4.6,6.25,3.9,59.8,1008.7,8,0,7.1,6.9,0
108,"서울","2019-11-19",0.2,0.5,2.8,48,1015.5,9.4,0,1.4,2.4,0
108,"서울","2019-11-20",0.5,0,1.8,35.5,1020.9,9.4,0,0,2,0
108,"서울","2019-11-21",4.2,0,1.9,37.4,1021.4,5.7,0,6.1,2.9,0
108,"서울","2019-11-22",9.7,0,2.1,34.1,1017,9,0,1.4,6.3,0
108,"서울","2019-11-23",12.1,0,1.8,52,1013.4,8,0,6.1,8.7,0
108,"서울","2019-11-24",9.8,7.58,2.2,74.6,1010.1,1.8,0,7.1,8.7,0
108,"서울","2019-11-25",1.9,0,2.7,62.1,1019.1,5.8,0,4.4,3.8,0
108,"서울","2019-11-26",6.6,0,2,64,1018.6,7.9,0,3.9,5.7,0
108,"서울","2019-11-27",3.1,0,2.7,50.8,1017.7,8.3,0,4,3.7,0
108,"서울","2019-11-28",3.5,0,2,52.4,1019.1,9,0,1.8,3.8,0
108,"서울","2019-11-29",1.5,0,2,42.8,1020.9,9.3,0,0.9,2.4,0
108,"서울","2019-11-30",4.1,0,1.7,42.6,1018,5.3,0,6,3.2,0
108,"서울","2019-12-01",4.6,22,1.6,79.4,1011.4,0,0,9.3,5.2,0
